127.0.0.1 - - [04/Feb/2016:10:21:14 +0200] "GET /phpmyadmin HTTP/1.1" 404 1983
127.0.0.1 - - [04/Feb/2016:10:34:52 +0200] "POST /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/index.php?task=InstallDatabase_backup HTTP/1.1" 200 99
127.0.0.1 - - [04/Feb/2016:10:34:53 +0200] "POST /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/index.php?task=InstallDatabase HTTP/1.1" 200 99
127.0.0.1 - - [04/Feb/2016:10:35:18 +0200] "POST /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/index.php?task=InstallSample HTTP/1.1" 200 99
127.0.0.1 - - [04/Feb/2016:10:35:20 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/ HTTP/1.1" 200 15941
127.0.0.1 - - [04/Feb/2016:10:35:24 +0200] "POST /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/index.php?task=InstallConfig HTTP/1.1" 200 100
127.0.0.1 - - [04/Feb/2016:10:35:26 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/index.php?tmpl=body&view=complete HTTP/1.1" 200 3455
127.0.0.1 - - [04/Feb/2016:10:35:33 +0200] "POST /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/index.php?task=removefolder HTTP/1.1" 200 254
127.0.0.1 - - [04/Feb/2016:10:35:49 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/ HTTP/1.1" 404 2148
127.0.0.1 - - [04/Feb/2016:10:35:51 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/ HTTP/1.1" 200 40944
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/modules/mod_djimageslider/assets/style.css HTTP/1.1" 200 1282
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/system/js/caption.js HTTP/1.1" 200 491
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/modules/mod_djimageslider/assets/powertools-1.2.0.js HTTP/1.1" 200 4842
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/modules/mod_djimageslider/assets/slider.js HTTP/1.1" 200 5409
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/system/css/system.css HTTP/1.1" 200 896
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/css/template.css HTTP/1.1" 200 38840
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/logo.png HTTP/1.1" 200 2025
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/slider/joomla30.gif HTTP/1.1" 200 68870
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/slider/li.gif HTTP/1.1" 200 1705
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/slider/regru.gif HTTP/1.1" 200 62117
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/banners/hosting.png HTTP/1.1" 200 110598
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /templates/rsmetro/images/redsoftlogo.png HTTP/1.1" 404 2043
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/css/ios.css HTTP/1.1" 200 282
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/system/css/system.css HTTP/1.1" 200 1446
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/images/checkboxes.gif HTTP/1.1" 200 206
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/images/close.png HTTP/1.1" 200 753
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/images/social.png HTTP/1.1" 200 2818
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/images/jr_search.png HTTP/1.1" 200 407
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/images/nav_menu_top.png HTTP/1.1" 200 2216
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/modules/mod_djimageslider/assets/loader.gif HTTP/1.1" 200 2608
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/images/mod_h3_icon.png HTTP/1.1" 200 2108
127.0.0.1 - - [04/Feb/2016:10:35:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/modules/mod_djimageslider/assets/load-button.png HTTP/1.1" 404 2139
127.0.0.1 - - [04/Feb/2016:10:35:55 +0200] "GET /images/banners/redsoft.swf HTTP/1.1" 404 2015
127.0.0.1 - - [04/Feb/2016:10:35:55 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/favicon.ico HTTP/1.1" 200 1150
127.0.0.1 - - [04/Feb/2016:10:36:13 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/sample-sites HTTP/1.1" 200 28539
127.0.0.1 - - [04/Feb/2016:10:36:15 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/folio/peugeot_small.gif HTTP/1.1" 200 46698
127.0.0.1 - - [04/Feb/2016:10:36:15 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/folio/art_mania_small.gif HTTP/1.1" 200 11302
127.0.0.1 - - [04/Feb/2016:10:36:15 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/folio/danone_small.gif HTTP/1.1" 200 41509
127.0.0.1 - - [04/Feb/2016:10:36:15 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/folio/mtv_small.gif HTTP/1.1" 200 14174
127.0.0.1 - - [04/Feb/2016:10:36:15 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/folio/joomlaru_small.gif HTTP/1.1" 200 20125
127.0.0.1 - - [04/Feb/2016:10:36:15 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/folio/scarlett_small.gif HTTP/1.1" 200 43024
127.0.0.1 - - [04/Feb/2016:10:36:15 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/folio/portal-hr_small.jpg HTTP/1.1" 200 57847
127.0.0.1 - - [04/Feb/2016:10:36:15 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/folio/cigar_clan_small.gif HTTP/1.1" 200 29526
127.0.0.1 - - [04/Feb/2016:10:36:15 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/folio/joomla_org_small.gif HTTP/1.1" 200 25576
127.0.0.1 - - [04/Feb/2016:10:36:15 +0200] "GET /templates/rsmetro/images/redsoftlogo.png HTTP/1.1" 404 2043
127.0.0.1 - - [04/Feb/2016:10:36:15 +0200] "GET /images/banners/redsoft.swf HTTP/1.1" 404 2015
127.0.0.1 - - [04/Feb/2016:10:36:20 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/ HTTP/1.1" 404 2148
127.0.0.1 - - [04/Feb/2016:10:36:30 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/tags HTTP/1.1" 200 28419
127.0.0.1 - - [04/Feb/2016:10:36:31 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/ HTTP/1.1" 200 40944
127.0.0.1 - - [04/Feb/2016:10:36:34 +0200] "GET /templates/rsmetro/images/redsoftlogo.png HTTP/1.1" 404 2043
127.0.0.1 - - [04/Feb/2016:10:36:34 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/modules/mod_djimageslider/assets/load-button.png HTTP/1.1" 404 2139
127.0.0.1 - - [04/Feb/2016:10:36:34 +0200] "GET /images/banners/redsoft.swf HTTP/1.1" 404 2015
127.0.0.1 - - [04/Feb/2016:10:36:50 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/ HTTP/1.1" 404 2148
127.0.0.1 - - [04/Feb/2016:10:36:58 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/ HTTP/1.1" 200 7332
127.0.0.1 - - [04/Feb/2016:10:37:00 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/templates/red_isis/css/template.css HTTP/1.1" 200 158272
127.0.0.1 - - [04/Feb/2016:10:37:00 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/language/ru-RU/ru-RU.css HTTP/1.1" 200 1042
127.0.0.1 - - [04/Feb/2016:10:37:00 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/templates/red_isis/images/joomla.png HTTP/1.1" 200 6922
127.0.0.1 - - [04/Feb/2016:10:37:00 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/jui/fonts/IcoMoon.woff HTTP/1.1" 200 25424
127.0.0.1 - - [04/Feb/2016:10:37:00 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/templates/red_isis/images/login-joomla.png HTTP/1.1" 200 1567
127.0.0.1 - - [04/Feb/2016:10:37:00 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/templates/red_isis/favicon.ico HTTP/1.1" 200 1150
127.0.0.1 - - [04/Feb/2016:10:37:20 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/ HTTP/1.1" 404 2148
127.0.0.1 - - [04/Feb/2016:10:37:50 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/ HTTP/1.1" 404 2148
127.0.0.1 - - [04/Feb/2016:10:37:53 +0200] "POST /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/index.php HTTP/1.1" 303 -
127.0.0.1 - - [04/Feb/2016:10:37:54 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/index.php HTTP/1.1" 200 38574
127.0.0.1 - - [04/Feb/2016:10:37:57 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/system/css/modal.css HTTP/1.1" 200 3133
127.0.0.1 - - [04/Feb/2016:10:37:57 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/language/ru-RU/ru-RU.css?74c5c0bca71ea92089e297af678df246 HTTP/1.1" 200 1042
127.0.0.1 - - [04/Feb/2016:10:37:57 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/templates/red_isis/css/template.css?74c5c0bca71ea92089e297af678df246 HTTP/1.1" 200 158272
127.0.0.1 - - [04/Feb/2016:10:37:57 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/plg_quickicon_joomlaupdate/js/jupdatecheck.js HTTP/1.1" 200 2194
127.0.0.1 - - [04/Feb/2016:10:37:57 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/system/js/modal.js HTTP/1.1" 200 10127
127.0.0.1 - - [04/Feb/2016:10:37:57 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/plg_quickicon_extensionupdate/js/extensionupdatecheck.js HTTP/1.1" 200 1362
127.0.0.1 - - [04/Feb/2016:10:37:57 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/templates/red_isis/js/template.js?74c5c0bca71ea92089e297af678df246 HTTP/1.1" 200 1903
127.0.0.1 - - [04/Feb/2016:10:37:57 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/index.php?option=com_installer&view=update&task=update.ajax&eid=0&skip=700 HTTP/1.1" 200 2
127.0.0.1 - - [04/Feb/2016:10:37:59 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/administrator/index.php?option=com_installer&view=update&task=update.ajax&eid=700&cache_timeout=3600 HTTP/1.1" 200 285
127.0.0.1 - - [04/Feb/2016:10:38:20 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/ HTTP/1.1" 404 2148
127.0.0.1 - - [04/Feb/2016:10:38:50 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/ HTTP/1.1" 404 2148
127.0.0.1 - - [04/Feb/2016:10:39:20 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/installation/ HTTP/1.1" 404 2148
127.0.0.1 - - [04/Feb/2016:10:40:38 +0200] "GET /magazin HTTP/1.1" 404 1977
127.0.0.1 - - [04/Feb/2016:10:40:39 +0200] "GET /favicon.ico HTTP/1.1" 200 318
127.0.0.1 - - [04/Feb/2016:10:41:02 +0200] "GET /magazin.com HTTP/1.1" 301 352
127.0.0.1 - - [04/Feb/2016:10:41:02 +0200] "GET /magazin.com/ HTTP/1.1" 200 998
127.0.0.1 - - [04/Feb/2016:10:41:02 +0200] "GET /magazin.com/ HTTP/1.1" 200 998
127.0.0.1 - - [04/Feb/2016:10:41:03 +0200] "GET /icons/blank.gif HTTP/1.1" 200 148
127.0.0.1 - - [04/Feb/2016:10:41:03 +0200] "GET /icons/folder.gif HTTP/1.1" 200 225
127.0.0.1 - - [04/Feb/2016:10:41:03 +0200] "GET /icons/back.gif HTTP/1.1" 200 216
127.0.0.1 - - [04/Feb/2016:10:41:05 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/ HTTP/1.1" 200 40944
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/modules/mod_djimageslider/assets/style.css HTTP/1.1" 200 1282
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/jui/js/jquery.min.js HTTP/1.1" 200 95786
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/jui/js/jquery-noconflict.js HTTP/1.1" 200 21
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/jui/js/jquery-migrate.min.js HTTP/1.1" 200 7199
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/system/js/caption.js HTTP/1.1" 200 491
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/system/js/mootools-core.js HTTP/1.1" 200 83893
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/system/js/core.js HTTP/1.1" 200 4104
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/system/css/system.css HTTP/1.1" 200 896
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/system/js/mootools-more.js HTTP/1.1" 200 236825
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/css/template.css HTTP/1.1" 200 38840
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/modules/mod_djimageslider/assets/powertools-1.2.0.js HTTP/1.1" 200 4842
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/modules/mod_djimageslider/assets/slider.js HTTP/1.1" 200 5409
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/jui/js/bootstrap.min.js HTTP/1.1" 200 29156
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/logo.png HTTP/1.1" 200 2025
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/slider/li.gif HTTP/1.1" 200 1705
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/slider/joomla30.gif HTTP/1.1" 200 68870
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/sampledata/slider/regru.gif HTTP/1.1" 200 62117
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/images/banners/hosting.png HTTP/1.1" 200 110598
127.0.0.1 - - [04/Feb/2016:10:41:08 +0200] "GET /templates/rsmetro/images/redsoftlogo.png HTTP/1.1" 404 2043
127.0.0.1 - - [04/Feb/2016:10:41:09 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/css/ios.css HTTP/1.1" 200 282
127.0.0.1 - - [04/Feb/2016:10:41:09 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/media/system/css/system.css HTTP/1.1" 200 1446
127.0.0.1 - - [04/Feb/2016:10:41:09 +0200] "GET /templates/rsmetro/images/redsoftlogo.png HTTP/1.1" 404 2043
127.0.0.1 - - [04/Feb/2016:10:41:09 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/images/checkboxes.gif HTTP/1.1" 200 206
127.0.0.1 - - [04/Feb/2016:10:41:09 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/images/close.png HTTP/1.1" 200 753
127.0.0.1 - - [04/Feb/2016:10:41:09 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/images/social.png HTTP/1.1" 200 2818
127.0.0.1 - - [04/Feb/2016:10:41:09 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/images/jr_search.png HTTP/1.1" 200 407
127.0.0.1 - - [04/Feb/2016:10:41:09 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/images/nav_menu_top.png HTTP/1.1" 200 2216
127.0.0.1 - - [04/Feb/2016:10:41:09 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/modules/mod_djimageslider/assets/loader.gif HTTP/1.1" 200 2608
127.0.0.1 - - [04/Feb/2016:10:41:09 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/templates/rsmetro/images/mod_h3_icon.png HTTP/1.1" 200 2108
127.0.0.1 - - [04/Feb/2016:10:41:09 +0200] "GET /magazin.com/Joomla_3.3.3_Stable_Full_ru/modules/mod_djimageslider/assets/load-button.png HTTP/1.1" 404 2139
127.0.0.1 - - [04/Feb/2016:10:41:09 +0200] "GET /images/banners/redsoft.swf HTTP/1.1" 404 2015
